,Title,Price,Rating,Discount,Detail,Url
10,"Boult Audio Airbass Truebuds Bluetooth Headset  (Red, True Wireless)","₹1,299",3.8,83% off,"GeneralModel NameAirbass TruebudsColorRedHeadphone TypeTrue WirelessInline RemoteYesSales Package1 Pair of Earbud, Charging Case, Extra Pair of Buds, Charging Cable, User ManualConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralYesSeriesAirbassWith MicrophoneYesConnectivity FeaturesBluetooth Version5Bluetooth Range10 mCharging Time2Play Time24 hrWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeCustomers Needs to Call at 9555602502 or Write the E-mail at complaints@boultaudio.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/boult-audio-airbass-truebuds-bluetooth-headset/p/itm135a494cb30a6?pid=ACCFT7GYVMGGNKJG&lid=LSTACCFT7GYVMGGNKJGYSQMDE&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_12&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_PGiv10rxVnRu4lsLYy2AN1xL9DTwAMXjGTCZteisjuxWy2TZ6wmwjN4p40l173V9G7svNPBFhGY9WJJG1XTcQg%3D%3D&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
11,"Ucool Nexa 100 Hours Playtime Bluetooth Wireless Neckband headphones Earphone Bluetooth Headset  (Black, Teal Green, In the Ear)",₹599,3.9,80% off,"GeneralModel NameNexa 100 Hours Playtime Bluetooth Wireless Neckband headphones EarphoneColorBlack, Teal GreenHeadphone TypeIn the EarInline RemoteYesSales Package1 Wireless Neckband Earphone, 1 Usb Charging CableConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesWith MicrophoneYesConnectivity FeaturesWireless Range10 mBluetooth Range10 mBattery Life100 hrBattery Capacity400 mAhPlay Time100 hrStandby Time1000 hrWarrantyWarranty Summary7 Days Replacement PolicyCovered in WarrantyManufacturer DefectsNot Covered in WarrantyPhysical damage",https://www.flipkart.com/ucool-nexa-100-hours-playtime-bluetooth-wireless-neckband-headphones-earphone-headset/p/itmfe1d7e2a3daec?pid=ACCGDH28UF4GP3HB&lid=LSTACCGDH28UF4GP3HBCD2PYI&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_13&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCGDH28UF4GP3HB.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
12,"boAt Rockerz 255 Pro Made in India with upto 10 Hours Playback & ASAP Charge Bluetooth Headset  (Navy Blue Indi, In the Ear)","₹1,399",4.1,60% off,"GeneralModel NameRockerz 255 ProColorNavy Blue IndiHeadphone TypeIn the EarInline RemoteYesSales Package1 Headphone, Additional Earbuds, Charging Case, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesDeep BassYesWith MicrophoneYesConnectivity FeaturesBluetooth Version5Bluetooth Range10 mWarrantyWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach out to us at info@imaginemarketingindia.com or +912269181920Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boat-rockerz-255-pro-made-india-upto-10-hours-playback-asap-charge-bluetooth-headset/p/itmdebbf0ab768ec?pid=ACCGDV27GEZYKZ9P&lid=LSTACCGDV27GEZYKZ9PWDQGRM&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_14&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCGDV27GEZYKZ9P.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
13,"boAt Airdopes 161 with ASAP Charge, 10mm Drivers and 17 Hours Playback Bluetooth Headset  (Pebble Black, True Wireless)","₹1,399",4.1,43% off,"GeneralModel NameAirdopes 161ColorPebble BlackHeadphone TypeTrue WirelessInline RemoteNoSales Package1 Pair of Airdopes, Additional Earbuds, Charging Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsDeep BassYesWith MicrophoneYesConnectivity FeaturesBluetooth Version5.1WarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of Purchase.Warranty Service TypeReach out to Us at info@imaginemarketingindia.com in Case of Any QueriesCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boat-airdopes-161-asap-charge-10mm-drivers-17-hours-playback-bluetooth-headset/p/itm8a7493150ae4a?pid=ACCG6DS7WDJHGWSH&lid=LSTACCG6DS7WDJHGWSHBYABGP&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_15&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCG6DS7WDJHGWSH.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
14,"Boult Audio ProBass Curve Neckband Bluetooth Headset  (Black, Grey, In the Ear)",₹899,4,74% off,"GeneralModel NameCurve Wireless Neckband Magnetic Earphone With MicColorBlack, GreyHeadphone TypeIn the EarInline RemoteYesSales Package1 Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User ManualConnectivityBluetoothProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesMagnet TypeNeodymiumDriver TypeQualcomm CSR 8635With MicrophoneYesConnectivity FeaturesBluetooth ProfilesA2DPBluetooth Version4.2Bluetooth Range10 mHeadphone Power Requirement5Battery TypeLithium PolymerBattery Life12 hrsCharging Time1.0Play Time15 hrsWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeCustomers can call ( 9555602502 ) or mail to (complaints@boultaudio.com)Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boult-audio-probass-curve-neckband-bluetooth-headset/p/itm3e1f7accb87d7?pid=ACCFEZ99MFMDR8CM&lid=LSTACCFEZ99MFMDR8CMAJFROP&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_16&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_PGiv10rxVnRu4lsLYy2AN1xL9DTwAMXjGTCZteisjuwvRuGfSLbkbR4jDttXxawIOQZDksrBidfKH9IP5CcumQ%3D%3D&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
15,"TECHFIRE Platinum Series Neckband - Low Price Bluetooth Neckband Bluetooth Headset  (Black, In the Ear)",₹449,3.8,84% off,"GeneralModel NamePlatinum Series Neckband - Low Price Bluetooth NeckbandColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1*headphone, 1*usb cable, 1*user manualConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedWarranty Card, USB Charging Cable, User Manual, Additional Earmuffs/EartipsProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralNoDesigned Forall smartphonesSeriesneckbandCircumaural/SupraauralCircumauralCarrier Frequency2.48Magnet TypeFerriteDriver TypedynamicIndicatorson/offControlsplay/pause, reverse/forwardHeadphone Driver Units10 mmTotal Harmonic Distortion0.5Cord TypeNYLON BRAIDEDBoom MicrophoneYesWith MicrophoneYesSound FeaturesSensitivity98 dBmWImpedance25 ohmSignal to Noise Ratio90 dBMinimum Frequency Response20 HzMaximum Frequency Response20000 HzAudio CodecsbcConnectivity FeaturesWireless TypebluetoothWireless Range10 mBluetooth ProfilesA2DP, AVRCP, HFP, HSPBluetooth Version5.0Bluetooth Range10 mHeadphone Power Sourceusb chargingTransmitter Power SourceneckbandHeadphone Power Requirement5 v dcTransmitter Power Requirement5 v dcHeadphone Batterylithium-ion 300 mahTransmitter Batterylithium-ionBattery Output5 VBattery Typelithium-ionBattery Capacity300 mAhCharging Time1 hrPlay Time40 hrStandby Time300 hrWarrantyDomestic Warranty1 YearInternational Warranty1 YearWarranty Summary7 days replacementWarranty Service Type7 days replacementCovered in WarrantyWarranty will Cover Only Functional Parts and Software Issues having Manufacturing Defects and Does Not Cover Damages Resulting from Un-authorised Adaptations/Adjustments/Tampering of the Product, Improper Installation of the Product, Normal Wear and Tear Caused due to Use of Product.Not Covered in WarrantyWarranty Does Not Cover Damage Caused to the Product due to Improper Installation by Customer, Normal Wear and Tear Caused due to Use of Product, Warranty Does Not Cover Any External Accessories to the Product (Such as Battery, Cable, Carrying Bag etc.), All Plastic, Rubber, Glass, or Aesthetic Parts and Consumable Replacements will be on A Chargeable Basis",https://www.flipkart.com/techfire-platinum-series-neckband-low-price-bluetooth-headset/p/itm152e5257c161e?pid=ACCG2YA3BCDAFYZH&lid=LSTACCG2YA3BCDAFYZHBDLFWV&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_17&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCG2YA3BCDAFYZH.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
16,"boAt Rockerz 255 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Active Black, In the Ear)","₹1,399",4.2,64% off,"GeneralModel NameRockerz 255 Pro+ with ASAP Charge and upto 4 Hours PlaybackColorActive BlackHeadphone TypeIn the EarInline RemoteYesSales Package1 Headphone, Type-C Charging Cable, Additional Earbuds, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignMagnetized BudsProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesWith MicrophoneYesConnectivity FeaturesBluetooth Version5.2Bluetooth Range10 mBattery Life40 HoursPlay Time8 hrsWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach Out to us at info@imaginemarketingindia.com/+912249461882/support.boat-lifestyle.com. Alternatively You Can Activate Your Warranty by Giving a Missed Call on 9223032222Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boat-rockerz-255-pro-asap-charge-upto-40-hours-playback-bluetooth-headset/p/itm941568a62c9f1?pid=ACCFZ95M5JTZQH3F&lid=LSTACCFZ95M5JTZQH3FOVPI20&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_18&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCFZ95M5JTZQH3F.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
17,"boAt Airdopes 131 with upto 15 Hours Playback, 13mm Drivers and IWP Technology Bluetooth Headset  (Ivory White, In the Ear)","₹1,298",4,56% off,"GeneralModel NameAirdopes 131ColorIvory WhiteHeadphone TypeIn the EarInline RemoteYesSales Package1 Pair of Earbuds, Additional Buds, Charging Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsDeep BassYesWith MicrophoneYesConnectivity FeaturesBluetooth Version5Bluetooth Range10 mWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach Out to us at info@imaginemarketingindia.com or +912249461882, support.boat-lifestyle.com. Alternatively you can Activate your Warranty by Giving a Missed Call on 9223032222Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/boat-airdopes-131-upto-15-hours-playback-13mm-drivers-iwp-technology-bluetooth-headset/p/itmce34ba16c3b60?pid=ACCG48F2SGVM72HN&lid=LSTACCG48F2SGVM72HNZSCHQR&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_19&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCG48F2SGVM72HN.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
18,"truke Buds S2 with 48H Playtime, Quad Mic ENC, Instant Slide Pairing, 20 EQ Modes Bluetooth Headset  (Blue, True Wireless)","₹1,299",3.8,67% off,"GeneralModel NameBuds S2ColorBlueHeadphone TypeTrue WirelessInline RemoteNoSales Package1 Pair of Earbuds, Charging Case, Type-C Cable, User Manual, Warranty Card, 2 Pairs of Ear TipsConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDriver TypeDynamicTechnology UsedQuad MEMS MicHeadphone Driver Units10 mmWith MicrophoneYesConnectivity FeaturesBluetooth Version5.1Bluetooth Range10 mPower Supply5 V, 1 ABattery Output5 VBattery TypeLithium PolymerBattery Life48 hrsBattery Capacity300 mAhCharging Time1.5Play Time48 hrsStandby Time180 hrsDimensionsWidth59.6 mmHeight30.7 mmDepth61.6 mmWeight53 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from Date of Purchase. Mandatory Registration is Required on truke Website within 10 Days of Purchase.Warranty Service TypeIn case of Any Query Please Contact us on WhatsApp at +91-9354170767 or Mail us at support@eccentricindia.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages, Water Damages, Normal Wear and Tear will not Covered Under Warranty.",https://www.flipkart.com/truke-buds-s2-48h-playtime-quad-mic-enc-instant-slide-pairing-20-eq-modes-bluetooth-headset/p/itm8ffbee7dbbdee?pid=ACCGCPSYHHYHRNHH&lid=LSTACCGCPSYHHYHRNHHN9T1AU&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_20&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_PGiv10rxVnRu4lsLYy2AN1xL9DTwAMXjGTCZteisjuxKRNAzhmIZqm46DG1ZeyD2GTrDZMlSqAaWux2cG5eLVQ%3D%3D&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
19,"Aroma NB119D Dream - 48 Hours Playtime Bluetooth Neckband Bluetooth Headset  (Black, In the Ear)",₹499,4.1,75% off,"GeneralModel NameNB119D - 48 Hours Playtime Bluetooth NeckbandColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 Bluetooth HeadsetConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesDesigned ForLightweight design is ideal for listening during exercise, travel, or everyday useSeriesNB119DMagnet TypeNeodymiumControlsLong Press Power Button to Switch On / Off, Long Press Power Button for 2 Seconds to Activate Smart Voice Assistant, Short Press Power Button to Receive / Disconnect Calls, Short Press Power Button to Play / Pause Music, Double Press Power Button to Redial, Short Press Down Arrow to Decrease Volume, Short Press Up Arrow to Increase Volume, Long Press Down Arrow for Previous Song, Long Press Up Arrow for Next SongTechnology UsedBluetoothBoom MicrophoneYesWith MicrophoneYesSound FeaturesSensitivity95 dBmWImpedance32 ohmConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBluetooth ProfilesA2DPBluetooth Version5.0Bluetooth Range10 mHeadphone Power SourceBatteryBattery Output3.7 VBattery TypeLithium PolymerBattery Life48 hrCharging Time3 hoursPlay Time48 hrStandby Time696 hrWarrantyWarranty Summary6 Months Manufacturing Warranty* Terms and Conditions Apply*Warranty Service TypeWhatsapp Invoice, Product Images, Videos and Issue in Brief on +91 8433554123Covered in WarrantyManufacturing Defect*Not Covered in WarrantyPhysical Damage caused Knowing / Unknowingly",https://www.flipkart.com/aroma-nb119d-dream-48-hours-playtime-bluetooth-neckband-headset/p/itm25637fad72f0e?pid=ACCG3WYEZZHB3PEY&lid=LSTACCG3WYEZZHB3PEYI02ZLW&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_21&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCG3WYEZZHB3PEY.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
20,"Sulfur 35 Hours Playtime & Call Vibration Elite-1 Wireless Sports Headphone/Neckband Bluetooth Headset  (Black, True Wireless)",₹448,4.6,93% off,"GeneralModel Name35 Hours Playtime & Call Vibration Elite-1 Wireless Sports Headphone/NeckbandColorBlackHeadphone TypeTrue WirelessInline RemoteYesSales Package1 Bluetooth neckband, charging cable, Extra buds cushionConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedAdditional Earmuffs/EartipsProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralNoDesigned ForMobile, Laptop, All Bluetooth DevicesSeriesEliteSystem RequirementsBluetoothCircumaural/SupraauralcircumauralOpen/Closed BackopenCarrier Frequency2.4-2.8Magnet TypeferriteDriver TypeDynamicIndicatorsPower On/offControlsPower on/off, Volume +/-, Prev/nextTechnology UsedDSPHeadphone Driver Units10 mmTotal Harmonic Distortion0.5Boom MicrophoneYesMicrophone Driver Size32 mmWith MicrophoneYesSound FeaturesSensitivity42 dBmWImpedance30 ohmSignal to Noise Ratio42 dBNoise Reduction90 dBOther Sound FeaturesBattery life: 32-36 hours, Incoming call vibrationAudio CodecSBCConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBluetooth Profilesa2dpBluetooth Version5.1Bluetooth Range10 mHeadphone Power Sourcebattery, usb chargingTransmitter Power Sourceusb chargingHeadphone Power Requirement5v dcTransmitter Power Requirement5v dcHeadphone BatteryLithium ionPower Supply5v dcBattery Output3.7 VBattery Typelithium ionBattery Life32 hrPlay Time32 hrStandby Time200 hrsOther Power FeaturesPlaytime depends on the sound level.( if sound level is set to maximum at high sound backup may reduce to 20-22 if sound level is normal backup will be full)WarrantyDomestic Warranty1 MonthsWarranty Summary1 Month Brand Warranty,,,Product Registration Is Mandatory On SULFURINDIA For Claiming Brand WarrantyCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/sulfur-35-hours-playtime-call-vibration-elite-1-wireless-sports-headphone-neckband-bluetooth-headset/p/itm7492a4abe11a0?pid=ACCGGAQTSFRFGJQB&lid=LSTACCGGAQTSFRFGJQBZJXKGN&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_22&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCGGAQTSFRFGJQB.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
21,"Enacfire E60 Bullets Wireless Z Bass Edition Neckband headphone Bluetooth Headset  (Reverb red, black, In the Ear)",₹449,3.6,88% off,"GeneralModel NameE60 Bullets Wireless Z Bass Edition Neckband headphoneColorReverb red, blackHeadphone TypeIn the EarInline RemoteYesSales Package1 neckband, usb charging cable, extra eartipsConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedAdditional Earmuffs/Eartips, USB Charging Cable, User ManualProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralNoDesigned ForLightweight design is ideal for listening during exercise, travel, or everyday useSeriesNeckband BulletsCircumaural/SupraauralCircumauralOpen/Closed BackClosed BackCarrier Frequency2.4Magnet TypeNeodymiumDriver TypeDual dynamicIndicatorsBlue light indicates the bluetooth is fully charged, Red light indicates low batteryControlsShort Press (+) to change to next song, Short Press (-) to change to previous song, Long Press (+) to Increase Volume, Long Press (-) to decrease Volume, Long Press power button to turn On/Off, Short Press power button to Receive / Disconnect calls, Double Press power button to redialTechnology UsedDSPHeadphone Driver Units10 mmBoom MicrophoneYesWith MicrophoneYesSound FeaturesSensitivity90 dBmWImpedance32 ohmSignal to Noise Ratio90 dBMinimum Frequency Response20 HzMaximum Frequency Response20000 HzOther Sound FeaturesBLUETOOTH EARPHONE, WIRELESS EARPHONES WITH MICROPHONE, EARPHONE WITH MIC, BLUETOOTH EARPHONE WITH MIC, rich bass, earphones with microphone, earphone wireless, bluetooth earphone wirelessAudio CodecsbcConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBluetooth ProfilesA2dpBluetooth Version5.0Bluetooth Range10 mHeadphone Power Sourceusb chargingTransmitter Power Sourceusb chargingHeadphone Power Requirement5 v dcTransmitter Power Requirement5 v dcHeadphone BatteryLithium-ionTransmitter BatteryLithium-ionPower Supply5 v dcBattery Output5 VBattery TypeLithium-ionBattery Capacity300 mAhCharging Time1 hrPlay Time36 hrStandby Time300 hrOther Power FeaturesQuick Charging, button control, Auto PairingWarrantyWarranty Summary7 daysCovered in Warrantyany internal issueNot Covered in Warrantyany physical issue",https://www.flipkart.com/enacfire-e60-bullets-wireless-z-bass-neckband-headphone-bluetooth-headset/p/itm9caa825b799a1?pid=ACCG9HWH8M5EHQVF&lid=LSTACCG9HWH8M5EHQVFMGITK6&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_23&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCG9HWH8M5EHQVF.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
22,"Boult Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast Charging, Pro+ Calling, Type C, IPX5 Water Resistant, Bluetooth v5.1, Voice Assistant Bluetooth Headset  (White, True Wireless)","₹1,499",4,72% off,"GeneralModel Nameairbass y1 wireless earphonesColorWhiteHeadphone TypeTrue WirelessInline RemoteYesSales Package1 Charging Case, 2 True Wireless Earbuds, 2 Extra Earbuds, Charging Cable, Instruction ManualConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesDesigned ForMobiles, Smartphones, Tablets, Laptops, Smart TVs, iOS, Android, Windows, BlackberrySeriesAirBassCircumaural/SupraauralMac OS, Windows, Vista, AndroidIndicatorsCharging Indicator, Low Battery IndicatorControlsOn/Off, Song Change, Play/Pause Songs, Call Receive/Disconnect/RejectOther FeaturesAuto Pairing: Automatically Pair with your Device as soon as you take them out of the Case. No need to Manually Pair to your Device Each Time.With MicrophoneYesSound FeaturesModulationMSK DigitalConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBattery TypeLithium IonWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeCarry InCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boult-audio-airbass-y1-tws-earbuds-40h-playtime-fast-charging-pro-calling-type-c-ipx5-water-resistant-bluetooth-v5-1-voice-assistant-headset/p/itmce7f7503d8986?pid=ACCG9J7F2NMUB5H6&lid=LSTACCG9J7F2NMUB5H6K3TSRR&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_24&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_PGiv10rxVnRu4lsLYy2AN1xL9DTwAMXjGTCZteisjuy0J2Ze2HomBt8ogLgLm7u81t19Ii2qc%2BeGCVC5Gvs7FQ%3D%3D&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
23,"realme Buds Wireless 2S with Dual Device Switching & Type C Fast Charge Bluetooth Headset  (Blue, In the Ear)","₹1,499",4.2,50% off,"GeneralModel NameWireless 2SColorBlueHeadphone TypeIn the EarInline RemoteYesSales Package1 Headphone, User Guide, Ear Tips, Charging CableConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesIndicatorsConnection Status Indicator, Power IndicatorControlsVolume Control, On-off, Call FunctionsWith MicrophoneYesSound FeaturesAudio CodecSBC, AACConnectivity FeaturesBluetooth ProfilesA2DP, AVRCPBluetooth Version5.3Bluetooth Range10 mBattery TypeLithium PolymerBattery Life24 hrsBattery Capacity150 mAhCharging Time2WarrantyDomestic Warranty1 YearWarranty Summary1 Year Domestic WarrantyWarranty Service TypeCarry-inCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages will not Cover Under Warranty",https://www.flipkart.com/realme-buds-wireless-2s-dual-device-switching-type-c-fast-charge-bluetooth-headset/p/itm38084472cd645?pid=ACCGFX6BHDBMFKGE&lid=LSTACCGFX6BHDBMFKGEHFU7AD&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_1_25&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=56e401ca-d6d8-49d5-bd90-b967a9010384.ACCGFX6BHDBMFKGE.SEARCH&ppt=None&ppn=None&ssid=g7gi4ewucw0000001660812282731
